thành ra là tụi nó học cho nó gần ừ thành ra giỏi hay không tại vì thường thường á như hồi xưa mình ấy là ông nào dạy cá gì là dạy một môn thôi vậ mộc lược ba môn là không tốt ờ mà không biết tại sao tại mấy cái đứa này ra bạn của bé lan á	thành ra là tụi nó học cho nó gần ừ thành ra giỏi hay không tại vì thường thường á như hồi xưa mình ấy là ông nào dạy cái gì là dạy một môn thôi dạy một lượt ba môn là không tốt ừ mà không biết tại sao tại mấy cái đứa này ra bạn của bé lan á
là chị anh chị của tụi nó là bây giờ đang học bên trường y trường dược á thì hồi xưa là đi học luyện thi với ổng	là chị anh chị của tụi nó là bây giờ đang học bên trường y trường dược á thì hồi xưa là đi học luyện thi với ổng
ừ khong là thật ra lhà lớp mươii ờ tại vì bây giờ lớp mười thì ừ lớp mười thì mình cũng không có quan trọng lắm kiếm đứa nào gần nhà cho kiếm ông nào gần nhà c tụi tó đi học cho gễ	ừ không là thật ra là lớp mười ừ tại vì bây giờ lớp mười thì ừ lớp mười thì mình cũng không có quan trọng lắm kiếm đứa nào gần nhà cho kiếm ông nào gần nhà cho tụi nó đi học cho nó dễ
ừ	ừ
ừ tại bây giờ cũng phải tập cho đi ha se đạt thạn tó nà cho nó học gần gần cái nào đi bộ thì đi bộ còn cái nào băng qua đường nhiều quá thì cũng phải băng qua đườn nhều quá cn phải đi bộ sáng bả ngồi bả lèm bàm ra nói thôi giờ	ừ tại bây giờ cũng phải tập cho đi xe đạp thành ra là cho nó học gần gần cái nào đi bộ thì đi bộ còn cái nào băng qua đường nhiều quá thì cũng phải băng qua đường nhiều quá cũng phải đi bộ sáng bả ngồi bả lèm bàm ra nói thôi giờ
cuuni q tối tần nàyc mắc đi qu nơn mồi bả nói thôi giờ có gì lấy phép sớm ra thì đi ra ngoài võ thị sáu mua cho nó xe đạp rồi bắt đầu kè cho nó đi	cuối tuần này mắc đi quy nhơn rồi bả nói thôi giờ có gì lấy phép sớm ra thì đi ra ngoài võ thị sáu mua cho nó xe đạp rồi bắt đầu kè cho nó đi
c matin mạt tiết gì đó là giờ đi xe nam chứ đi xe sườn ngang đòn vong thôi chứ không có cho đi xe con gái ở nhà ra xe chị hai kêu xe con gái mà bây giờ mở nhà là không chỗ thêm chiếc xe đạp nữa giờ đang	ừ martin mạt tiết gì đó là giờ đi xe nam chứ đi xe sườn ngang đòn vong thôi chứ không có cho đi xe con gái ở nhà ra xe chị hai kêu xe con gái mà bây giờ ở nhà là không chỗ thêm chiếc xe đạp nữa giờ đang
không biết rổi để đâu nữa đang tính chắc đóng cái móc lên trên trần rồi nó dễ dở cại xạn đạc nó lên đó tro tòng ben chá nhà cái xe ăn máy của bìn với của bả là coi như là hết lối vô rồi	không biết rổi để đâu nữa đang tính chắc đóng cái móc lên trên trần rồi nó dễ dở cái xe đạp nó lên nó treo tòng teng chứ ở nhà cái xe gắn máy của mình với của bả là coi như là hết lối vô rồi
chản chic xe đạp của con chị hai nữa	còn thêm chiếc xe đạp của con chị hai nữa
không con chị thì thỉnh thoảng mới đi thôi còn ra thì nhiều lúc nó mệt đó thì nó lại không chịu đi cứ kêu xe ôm rước thành ra là bây giờ phải bớt lần lần	không con chị thì thỉnh thoảng mới đi thôi còn ra thì nhiều lúc nó mệt đó thì nó lại không chịu đi cứ kêu xe ôm rước thành ra là bây giờ phải bớt lần lần
còn anh	còn anh
vô la còn mà hôm qua vô la mới báo điểm a đang rầu rỉ tối hôm qua về bả làm cho một trận	vô la còn mà hôm qua vô la mới báo điểm a đang rầu rỉ tối hôm qua về bả làm cho một trận
tại vì nó học xong thì nó học xong ram đó như mà cái cái số điểm thì nó không có tăng được như là ấy tức là nó thi đầu vào á là một ngàn bốn trăm mấy chục điểm gì đó	tại vì nó học xong thì nó học xong ram đó như mà cái cái số điểm thì nó không có tăng được như là ấy tức là nó thi đầu vào á là một ngàn bốn trăm mấy chục điểm gì đó
thì vô la kêu á là nếu mà sau một cái khóa nó kêu là cái khóa mà khóa cấp phốt thì vô la tăng á là coi như cái điểm f p t là nó phải tăng c từ ba trăm cho tpới năm trăm mà cói nhỏ nóy	thì vô la kêu á là nếu mà sau một cái khóa nó kêu là cái khóa mà khóa cấp tốc á thì vô la tăng á là coi như cái điểm f p t là nó phải tăng cỡ từ ba trăm cho tới năm trăm mà con nhỏ này
tăng có đâu một trăm mấy chục điểm hà hảnh ra là là là đị ch	tăng có đâu một trăm mấy chục điểm hà thành ra là là bị chê
ừ bả ngồi bả chê tối ôm quae gù ói dật	ừ bả ngồi bả chê tối hôm qua về ừ hứ sao
ờ á	ừ há
ừ	ừ
ừ	ừ
ừ	ừ
ừhá	ừ há
ờ ờ	ừ ừ
sồn	ừ
ừ	ừ
à	à
đi vô shpeking ừ	đi vô speaking ừ
ờ	ừ
vậy là đi thi chưa à	vậy là đi thi chưa à
à trời đãt ơi uổng ta	à trời đất ơi uổng ta
à	à
ừ ba tây đúng rồi ba tây hôm qua	ừ ba tây đúng rồi ba tây hôm qua
à ừ	à ừ
ừ	à
à ừ rồi	à ừ rồi
à đúng rồi	à đúng rồi à
ừ ờ hả khằng uổng tại thằng vô la thì sau này bây giờ là nó mới chịu hot	à ừ hả không uổng tại thằng vô la thì sau này bây giờ là nó mới chịu hot
ừ ừ đừ đang ở nhà đang ở nhà ừ	ừ ừ ừ đang ở nhà đang ở nhà ừ
ừ tớ vẫn khỏe thế còn cậu thì sao	ừ tớ vẫn khỏe thế còn cậu thì sao
thế công giệ hiện	ờ thế thì công việc hiện
công việc thế nào rồi	công việc thế nào rồi
lạni mất ừ	lại mất ừ ừ
ừ có được đâu cậu	ừ có được đâu cậu
chưa a không thi nghưi ta gọi gì cả ừ ừ	chưa không thấy người ta gọi gì cả ừ ừ
ừ	ừ
chả bữa bao naờà	chả biết sao nữa
thì biết vậy biết làm sao thế tối đi học không	thì biết vậy biết làm sao thế tối đi học không
tối cậu đi học không ừ	tối cậu đi học không ừ
ờ ờ rồi chịu khó khi nài ừ đang	ờ ờ rồi chịu khó khi nào ờ đang
kện chợn nó gì á cánc như vả xơn nói chuyện tí ờ đang hỏi cậu dạo này ở ngoài đấy nào hỏi chuyện đấy đấy phòng trọ đấy như thế nào	cũng chẳng có gì cả chả sơn nói chuyện tí ờ đang hỏi cậu dạo này ở ngoài đấy nào hỏi chuyện đấy đấy phòng trọ đấy như thế nào
ơ đâu nói vậy	ở ở đâu nói vậy
caii đồ đố nói vậvy	ở đâu nói vậy
xo gì chả xuống lái được	xe gì chả xuống lái được
hả xe gì cũng lái được chứ ở đây xe gì xe gì chả lái được	hả xe gì cũng lái được chứ ở đây xe gì xe gì chả lái được
thì	thế
thỉ thì ông anh bảo thế hả	thế thì ông anh bảo thế hả
ai anh à	ai ông anh à
ông anh ông anh ở đâu	ông anh ông anh ở đâu
à ung dung à	à ung dung à
à ừ ừ	à ừ
pai c ca grhơi	phải cố gắng lên
được chứ sao	được chứ sao ừ
thìn vẫn thì qhuá nay thì qua nay vẫn đi đi lại lại	thì vẫn thế qua nay thì qua nay vẫn đi đi lại lại
ừ hai anh em	ừ hai anh em
ừ	ừ
rao	sao
sau ông ông ông	sao ông ông ông
ờ thì cứ biết rồi cao hu ừ	ờ thì cứ biết rồi cao h
ừ thì cũng ra rồi nhưng mà chưa ra công ty thôi ừ đã ấy rai đâu	ừ thì cũng ra rồi nhưng mà chưa ra công ty thôi ừ đã ấy ra đâu
ừ ừ	ờ
hú nào có được không kết quả có được tốt không	thế nào có được không kết quả có được tốt không
ừ không bây giờ ra làm nộp hồ sơ đã làm được nhưng mà đang chờ sơn	ừ ừ không bây giờ ra làm nộp hồ sơ đã làm được nhưng mà đang chờ sơn
sơn nó cứ nửa muốn đi nửa nó không muốn đi cũng chán trn ờ	sơn nó cứ nửa muốn đi nửa nó không muốn đi cũng chán chán vậy
mình mình chịu chả biết thế nào đã bảo mìịnh đã bảo so tứ định rồi đi cẩ a đấ thi thì mình phải ở trọ bảo nó chế rồi nhưng mà	mình mình chịu chả biết thế nào đã bảo mình đã bảo là xác xác định ra đây kệ ra đấy thi thì mình phải ở trọ bảo nó thế rồi nhưng mà
ừ nó nón bảo bây giờ vày kể cả nhữ cách của đó thì cũng chả chắc thật	ừ nó mày bảo bây giờ mày kể cả những cách của nó thì cũng chả chắc thật
mình nghĩ là chả chắc mấy vì công việc công nhận mình bằng mới thật đấy nhưng mà công việc làm thì vẫn phải đi làm chứ còn	mình nghĩ là chả chắc mấy vì công việc công nhận mình bằng mới thật đấy nhưng mà công việc làm thì vẫn phải đi làm chứ còn
bà bảo bằng mới mà không đi làm thì còn nấy thi hả	bà bảo bằng mới mà không đi làm thì buồn đấy chứ hả
ừ nhưng mà đi ra đấy cùng ai bình à	ừ nhưng mà đi ra đấy cùng ai bình à
không sưúngh	không biết
đấy như vậy c	đấy như vậy c
chủ phải chạy ra tậnở sân mỹ đình xong mới chại vòng về đường lê văn lương kéo dài xong đi v	thì phải chạy ra tận ở sân mỹ đình xong mới chạy vòng về đường lê văn lương kéo dài xong đi về
đấy đợ đấy đấ thại đườni ừ	đấy đợt đấy đấy chạy đường đấy
không phải ít đâu hôm đấy lạc trừ từ ba giờ chiều cho đến	không phải ít đâu hôm đấy lạc từ từ ba giờ chiều cho đến
tám giờ tối mới về đấy hai thằng cái hôm cái hôm nghìn năm thăng long đấy	tám giờ tối mới về đấy hai thằng cái hôm cái hôm nghìn năm thăng long đấy
chán thật	chán thật
ừ	ừ
buồ với cả dinh	buồn với cả dinh
ờ thế mới chết dở thì thì đ	ờ thế mới chết dở thì thì đi
ờô thì ông vẫn đang đi viện mà thấy bảo thế ờ thấy bảo đang cấp cứu	ờ thì ông vẫn đang đi viện mà thấy bảo thế ờ thấy bảo đang cấp cứu
ờ không biết chắc là bị tai biến nhưng mà đang ấy mà người ta đang chữ thịc tì có biết gì ni chuyện đvấy đâu ờa	ờ không biết chắc là bị tai biến nhưng mà đang ấy mà người ta đang chữa trị mình có biết gì những chuyện đấy đâu ờ
ừ chắc cũng thế tại vì bệnh tình bao năm nay thế thế biết thế nà được	ừ chắc cũng thế tại vì bệnh tình bao năm nay thế thế biết thế nào được
ừ	ừ
ừ biết sao được biết sao giờ bệnh tình hả	ừ biết sao được biết sao giờ bệnh tình
ừ ừ	ừ thế
à vậy à ừ ừ	à vậy à ừ
có gì ờ cậu ghè qua chu à mấy sưêu thị hỏi giờm mớ h	có gì ờ cậu ghé qua chỗ ờ mấy siêu thị hỏi giùm tớ nha
hỏi hỏi thử xien nâo ừ chưức mắn mình cứ	hỏi hỏi thử xem nào ừ trước mắt mình cứ
có hỏi lời	cứ hỏi lời
không ng	đang muốn ra ngoà
a lô	a lô
ừ nghe được	ừ nghe được
đa hà nội từ sáng nàyy on nó đi học mà	ra hà nội từ sáng nay sáng nay đi học mà
ừ	ừ
đi học rồi đi học từ hôm qua nhưng mà nghỉ sáng nay mớn đii	đi học rồi đi học từ hôm qua nhưng mà nghỉ sáng nay mới đi
ừ ừ	ừ ừ
học xong mới học được mấy tháng học trong hai năm mà	học xong mới học được mấy tháng học trong hai năm mà
ừ	ừ
học phí thì mình học liên kết với trường đại học của úc nên học phí cũng hơi hơi đắt so với học thông trưc	học phí thì mình học liên kết với trường đại học của úc nên học phí cũng hơi hơi đắt so với học phí trong nước
nghỉ ở đâu	nghỉ ở đâu
ghỉ ở đâu giỉ ở đâu	nghỉ ở đâu nghỉ ở đâu
à nhỉ hẳn trồi à	à nghỉ hẳn rồi à
sao không làm đấy nữa	sao không làm đấy nữa
thàà	thế à
bây giờ là hẳn bên chỗ mê đi a chứ gì	bây giờ làm hẳn bên chỗ mê đi a chứ gì
thế là bây giờ làm hẳn bên mê đi ra ã gì	thế là bây giờ làm hẳn bên mê đi a chứ gì
ờ	ờ
thế là làm hẳn bên mê đi a làm lun ti tei	thế là làm hẳn bên mê đi a làm full time
dở ừ đúng rồi ừ nhả	à ừ đúng rồi ừ nhả
thế à à thếả ừ thế	thế à à thế à à ừ thế
tớ cũng nghĩ là bân bận ra llôi	tớ cũng nghĩ là vân bận đúng không
thế à	thế à
à thế đến mấy giờ mới mới thế ngà nọo thì làm	à thế đến mấy giờ mới mới thế ngày nào thì làm
thế mê đi a làm tứ lúc nào rồi y	thế mê đi a làm từ lúc nào rồi
ờ	ờ
thờ à ừ chúng nó vẫn làm nhỉ ừ đúng rồi	thế à à ừ chúng nó vẫn làm nhỉ ừ đúng rồi
ừ rồi	ừ rồi
hôm đấy có phương với lại	hôm đấy có phương với lại
ưhương viới hôm đấy mình không lên nên mình cũng không rõ nữa	phương với hôm đấy mình không lên nên mình cũng không rõ nữa
ừ	ừ
chưa vẫn còn lương của xin nữa	chưa vẫn còn lương của xin nữa
thì cứ bảo anh ấy thì tại hôm trước tết là là lên lấy thì hôm đấy mình kể đóng cửa ấy thế là nó về quê luôn nó chưa lấy hôm nay chiều nay nó mới lên chiều nay nó về quê nó lên	thì cứ bảo anh ấy thì tại hôm trước tết là là lên lấy thì hôm đấy mình kể đóng cửa ấy thế là nó về quê luôn nó chưa lấy hôm nay chiều nay nó mới lên chiều nay nó về quê nó lên
ừ ừ	ừ ừ
thạ ạ thì bao giờ lên thì được	thế ạ thế bao giờ lên thì được
tởng h sóu thế chiu chiều	sáng thứ sáu thế chiều chiều
ciều thì ừ ừ	chiều thì ừ ừ
ừ rồi đị bit lối để bào nho ờ à côn ty cho đi ê tử hả	ừ rồi để biết lối để bảo nó ờ à công ty cho đi yên tử hả
thế mùng ba về xong mùng bốn lên xong là mùng sáu về xong lại mùng tám mới lên tơng đến mùn sáu về mùng tám lới lên mà ừ thì mấy ngày tết chứ phải về	thế mùng ba về xong mùng bốn lên xong là mùng sáu về xong lại mùng tám mới lên xong đến mùng sáu về mùng tám mới lên mà ừ thì mấy ngày tết chứ phải về
lại để anh nam anh lên anh còn lên đi linh tinh nữa bạn bẹ	lại để anh nam anh lên anh còn lên đi linh tinh nữa bạn bè
át càg lắm nào họ như năm nào	tết năm nào như năm nào
chứ nhà bên ấy thế nào hả cũng nhiều chứ như cháu vân ấy bé tí con con ai cũng mừng tuổi bảo như cháu vân ấy ai cũng mừng tuổi	chứ nhà bên ấy thế nào hả cũng nhiều chứ như cháu vân ấy bé tí con con ai cũng mừng tuổi bảo như cháu vân ấy ai cũng mừng tuổi
thị con mà	thì con mà
ủụ thế cà vân nhỉ trhể con mà bây giờ ngời ta nặng nề cái đấy lắm không như ngày xưa díd đi lại trả đái lại trả xong nặng ngầề	ôi thế cơ à nhiều nhỉ trẻ con mà bây giờ người ta nặng nề cái đấy lắm không như ngày xưa ví dụ đi lại trả đi lại trả xong nặng nề
chứ người ta đi mình một trăm mình phải đi hơn từ đấy đi bằng đấy hoặc đi hơn như sứ vậy nó cũng nó cũng bây giờ tóm lại bây giờ cũng mệt lắm	chứ người ta đi mình một trăm mình phải đi hơn từ đấy đi bằng đấy hoặc đi hơn như vậy mà nó cũng bây giờ tóm lại bây giờ cũng mệt lắm
ừ ví dụ như nhà mình á chuẩn bị tiền mng tuổi nhiều cực ấy	ừ ví dụ như nhà mình á chuẩn bị tiền mừng tuổi nhiều cực ấy
mệt ra phết đấy không đi chợ viền à thì kỏ cỏi nhà khỏi bà nội có nội ở quê thì yếu thôi lúc nào cũng có người phục vụ bà nội tớ kiểu bị lẫn lẫn xong rồi	mệt ra phết đấy không đi chợ viềng à khỏe cả nhà khỏe bà nội bà nội ở quê thì yếu thôi lúc nào cũng có người phục vụ bà nội tớ kiểu bị lẫn lẫn xong rồi
tai kiến lấy khiê xong i phải có ngoi phục vụ cúc ào cũng phải có người phục vụ ừ nói chung chuyện cũng bình thờờng	tai biến ấy thế xong rồi phải có người phục vụ lúc nào cũng phải có người phục vụ ừ nói chung chuyện cũng bình thường
ông cũng bị á	ông cũng bị á
ờ	à
à thế à	à thế à
à thế lẫn đímức độ đấy à ó nmư g mặcg cơn có đi lại được không	à thế lẫn đến mức độ đấy à nhưng mà có rồi có đi lại được không
mậ chá th nhà ờ trứ mà mỗi lần thôi chứ cái khác không việc gì chứ gì rồi à vậy là vậy là ấy rồi lẫn nặng rồi	vậy à thế à à tức là mỗi lần thôi chứ cái khác không việc gì chứ gì rồi à vậy là vậy là ấy rồi lẫn nặng rồi
dẫntng	lẫn nặng
ừ thế bà nội tớ phải chăm sóc không bà nội tớ giờ phải ngồi một chỗ ấy tớ phải chăm sóc nâng lên đỡ xuống nhưng mà không lẫn đó thả v vậi mưừn hơi mơi	ừ thế bà nội tớ phải chăm sóc không bà nội tớ giờ phải ngồi một chỗ ấy tớ phải chăm sóc nâng lên đỡ xuống nhưng mà không lẫn đến vậy lẫn hơi hơi
cho thăn khũc c nhìn phác c già khổ thân lắm	ừ khổ thân các cụ nhìn các cụ già khổ thân lắm
không thuê người diệu nhà tớ bây giờ nó được được nghỉ ở nhà đi thực tập nhưng mà không đi thực tác nó n nhà thư rao nó nhà là nhiều ái với lại mẹ tớ	không thuê người diệu nhà tớ bây giờ nó được được nghỉ ở nhà đi thực tập nhưng mà không đi thực tập nó ở nhà thời gian nó ở nhà là nhiều ấy với lại mẹ tớ
xơ với lại bác tới ở bên kia về thì bác ở nhà hai tháng bác chăm tóm lại cứ người này người kia vậy	chăm với lại bác tớ ở bên kia về thì bác ở nhà hai tháng bác chăm tóm lại cứ người này người kia vậy
nhưng mà lúc nào cũng phải có người ở đấy	nhưng mà lúc nào cũng phải có người ở đấy
nhìn các cụ già nhìn khổ thân thường thường bọn mình thì ngồi nói chuyện với các cụ được một lúc rồi đứng lên đi thứ c cụ nú nào cũng thích thèm người nói chuyện ấy	nhìn các cụ già nhìn khổ thân thường thường bọn mình thì ngồi nói chuyện với các cụ được một lúc rồi đứng lên đi các cụ lúc nào cũng thích thèm người nói chuyện ấy
nhìn khổ thân lắm	nhìn khổ thân lắm
ờ ờ ô mà kể đến sáng mai nh	à à có mà kể đến sáng mai nhỉ
ờ có mà kể đến sáng mai ấy thế tết về thế nào hả	ờ có mà kể đến sáng mai ấy thế tết về thế nào hả
tết có hửn thựkông à rồi thế nh y có phải làm sớm không	tết có phải trực à rồi thế anh ấy có phải làm sớm không
mẹ anhấy gy	mấy anh ấy gì
à cũng nghỉ dài dài ấy nhỉ	à cũng nghỉ dài dài ấy nhỉ
này vậy vậy bố mẹ bây giờ ở với ông nhỉ nam định ở với ông đúng không	này vậy vậy bố mẹ bây giờ ở với ông nhỉ nam định ở với ông đúng không
ô	ồ
ủ i	ủ ôi
à bên nhà cô nh vậy cô chăm à	à bên nhà cô như vậy cô chăm à
ừ	ừ
ờ ông sợm nam định không thải mày áá	ờ ông sâm nam định không phải mày á
ông không thít t à	ông không thích à
ờ	à
à ừ rồi thế trong nhà chứ gì rồi mà người già bao giờ cuối đời cũng thích về quê ai cũng vậy	à ừ rồi thế trong nhà chứ gì rồi mà người già bao giờ cuối đời cũng thích về quê ai cũng vậy
ơ thế đang bị chán đúng không đở cừ y tui thế à	ơ thế đang bị chán đúng không thế à
chứ bình thường ở bên này bình thường ở nao định đúng không	chứ bình thường ở bên này bình thường ở nam định đúng không
à	à
à hay nhỉ	à hay nhỉ
rồi nă nay cụi bê tuổi i	rồi năm nay cụ bao nhiêu tuổi
thìn è mấy y có phải huyền không lấy chiến đúng không đúng không	huyền á này có phải huyền không lấy chiến đúng không đúng không
tao tưởng sao lài khiến nà	tao tưởng sao lấy chiến à
ơ thế mình c tưởng không lấy tiến nỉ	ơ thế mình cứ tưởng không lấy chiến nhỉ
đâu mình cũng không biết tại tại tại là nà làm đi học này có một đứa ngày xưa nónó học trờng tông xuân cũ nó bảo cũng học cô huyền xong nó tả chồng cô huyền thế này thế nmày mình không phảti	đâu mình cũng không biết tại tại tại tại là đi học này có một đứa ngày xưa nó nó học trường đông xuân cũ nó bảo cũng học cô huyền xong nó tả chồng cô huyền thế này thế này mình không phải
chiến rồi xong nó bảo hình như không phải lấy ngưồi yu cụ cóạ thế chứ mình ũ tởng phải lấy chuến	chiến rồi xong nó bảo hình như không phải lấy người yêu cũ cô ạ thế mình cứ tưởng không phải lấy chiến ừ
à thế à	à thế à
ờ	à
thế à đợ so oi đến đn đn xấu xấu già gà nhỉ chiến hồi trẻ đẹp trai lắm à thế lấy chiến lâu rồi mà không có con à	thế à sao lại nó đen đen xấu xấu già già nhỉ chiến hồi trẻ đẹp trai lắm à thế lấy chiến lâu rồi mà không có con à
à thế thếà	à thế à
rồi ly dị	rồi ly dị
ừ mình cũng thấy mấy ngời bên trường đấy bảo thỷ ừ cũng kể tại nó học trường đấy nó biết mà này sao cô cô xinh nhỉ mà khổ nhỉ	ừ mình cũng thấy mấy người bên trường đấy bảo thế ừ cũng kể tại nó học trường đấy nó biết mà này sao cô cô xinh nhỉ mà khổ nhỉ
sái óg củ bị ốm á cô bị ốm á	cái gì cô bị ốm á cô bị ốm á
ừ cô bị làm sao mà bị ốm	ừ cô bị làm sao mà bị ốm
à	à
thế y	thế à ừ
ô thì à	ô thế à
ôi giời ơi thế vậy nhà cửa ngày ưa thìsao	ôi giời ơi thế vậy nhà cửa ngày xưa thì sao
nhà cửa ngày xhưa	nhà cửa ngày xưa
ui sao nại vậy nhỉ quông vậy à	ui sao lại vậy nhỉ vậy à
ừ mà cô ấy rõ xinh đẹp	ừ mà cô ấy rõ xinh đẹp
cái gì chị lan hương á à cô lam ư huồng mả à sao bảo cô ly dị mẹ rồi nhé nhưng mà sao bảo cô ly dị	cái gì chị lan hương á à cô lan hương á à sao bảo cô ly dị mà rồi nhé nhưng mà sao bảo cô ly dị
ngưưi à lạ không ly dị	nhưng mà lại không ly dị
ờ	ờ
đang xem phim	đang xem phim
à phim người ngoài hành tinh á	à phim người ngoài hành tinh á
chô bình thường	hử bình thường
à	à
không được giải rờia	không được giải
dhế à	dạ
ừ	ừ
nhưng mà toàn mấy tiết mục nhảy mới hát đợc gọi thôi cống nay đi đánh bóng chuiền cũng thua luôn	nhưng mà toàn mấy tiết mục nhảy với hát được giải thôi hôm nay đi đánh bóng chuyền cũng thua luôn
ờ	ờ
ừ đánh với ờ cò cá lớc khác á y với điểu dưỡng không tám không chín đồ	ừ đánh với các lớp y khác á y với điều dưỡng không tám không chín đồ
ờ nên đâu có thắng được đâu	ờ nên đâu có thắng được đâu
nhưng mà có mình tao với con kia biết chơi mà bao năm cầu bao không lại	nhưng mà có mình tao với con kia biết chơi mà bao năm cầu bao không lại
ừ	ừ
trời ơi trưa nay định đi lên mà trưa nay đánh bóng về lúc mười một giờ thế là không đi được nữa	trời ơi trưa nay định đi lên mà trưa nay đánh bóng về lúc mười một giờ thế là không đi được nữa
nổ quá nởổ qá thế mày ở đấy mày có đi không	nổ quá nổ quá thế mày ở đấy mày có đi không
khi	hử
thế mày ở gần chùa hay xa chùa	thế mày ở gần chùa hay xa chùa
ờ thế bữa nay đan học mô gì shắt chi chưa	ờ thế bữa nay đang học môn gì sắp thi chưa
mưì tám tháng sáu à	mười tám tháng sáu à
không được nghỉ ôn thi hả	không được nghỉ ôn thi hả
ờ đầu tháng bảy nghỉ ơ nhưng mà hè này tao không ở nhà chơi với mày rồi tao đi mùa hè xanh	ờ đầu tháng bảy nghỉ ơ nhưng mà hè này tao không ở nhà chơi với mày rồi tao đi mùa hè xanh
ờ gại	ờ
uua điều kiện gì	ủa điều kiện gì
ở kon tum á hả	ở kon tum á hả
c củ ưỡn đi trong ờ tao ở đây là chỉ đi trong tỉnh mình thôi	ủa đi trong ờ tao ở đây là chỉ đi trong tỉnh mình thôi
ừ đúng rồi sao mày không đăng ký gi mắc đi thờ đi là về nơi mình đi	ừ đúng rồi sao mày không đăng ký về bắc đi về ý là về nơi mình đi
cuẩng trình là cho đi kon tum hả	chương trình là cho đi kon tum hả
gia loai kontum ả	gia lai kon tum á hả
à cậi ckiểệ ngủ ghứ vậy ở đây á đi dễ lắm mày chỉ cần viết một cái phiếu là đăng ký đi với lại là phải đảm bảo là đi đúng một tháng không được bỏ về trước nu như bỏb	à điều kiện gì ghê vậy ở đây á đi dễ lắm mày chỉ cần viết một cái phiếu là đăng ký đi với lại là phải đảm bảo là đi đúng một tháng không được bỏ về trước nếu như bỏ
về thì chịa h thíc kị rột chệ hôi	về thì chịu hình thức kỷ luật thế thôi
khong bit	không biết
làm gì mình xin đi ở gần trên đây thôi chứ	làm gì mình xin đi ở gần trên đây thôi chứ
ừ	ừ
tức là chỗ mày chỉ được đi một nơi thôi chì	tức là chỗ mày chỉ được đi một nơi thôi chứ gì
ờ	à
mày nghĩ sao học triết thì có vu không	mày nghĩ sao học triết thì có vui không
mày nghĩ tao học triết có vui không	mày nghĩ tao học triết có vui không
ờ tao bữa nay thì hết vẽ ruột gà chó mèo rồi giờ đang vẽ xương	ờ tao bữa nay thì hết vẽ ruột gà chó mèo rồi giờ đang vẽ xương
hau triết một	học triết một
triết học mác lê niná thi một	triết học mác lê nin á triết một
hả triết một được mấy điểm	hả triết một được mấy điểm
bòn môn là hên rồi	qua môn là hên rồi
a thông sau mày về mày xem bữa nay chắc tao vẽ để lẹắm rồi đấấy	hôm sau mày về mày xem bữa nay chắc tao vẽ đẹp lắm rồi đấy
thì hôm bữa thì tao vẽ ruột gà ruột chó ruột mèo ngồi mấy ngày tập vẽ mới đẹp bữa nay thì ngồi vẽ xương	thì hôm bữa thì tao vẽ ruột gà ruột chó ruột mèo ngồi mấy ngày tập vẽ mới đẹp bữa nay thì ngồi vẽ xương
ăn suốt ngày vẽ thôi	ăn suốt ngày vẽ thôi
ừ vẽ đâu phải mình ruột đâu vẽ nội tạng ngội tạng có gì là vất	ừ vẽ đâu phải mình ruột đâu vẽ nội tạng nội tạng có gì là vẽ hết
ừ	ừ ờ
thì lúc mày mổ người ta ra thì mày phải nhìn thấy ruột gan phèo phổi tim rồi não lung tung hết chứ sao	thì lúc mày mổ người ta ra thì mày phải nhìn thấy ruột gan phèo phổi tim rồi não lung tung hết chứ sao
ừ	ừ
dy vồ vẽ xương nữa rồi vẽ xương người	rồi vẽ xương nữa rồi vẽ xương người
ờ ờ có hết nay chung là vẽ nhiều lắm bữa nay chừng tao chắc chuẩn bị đi thi kiến trúc thôi	ờ ờ có hết nói chung là vẽ nhiều lắm bữa nay chừng tao chắc chuẩn bị đi thi kiến trúc thôi
ờ bọn nó có đi họp bọn nó có đi câu cá đồ lung tung á nhưng mà tao không đi	ờ bọn nó có đi họp bọn nó có đi câu cá đồ lung tung á nhưng mà tao không đi
thì mày có về đâu đi thì cũng có ai đâu	thì mày có về đâu đi thì cũng có ai đâu
ừ tác trưởng mày về chứ mấy đứa nói là bà già không về	tao tưởng mày về chứ mấy đứa nói là bà già không về
ờ săn về	ờ săn về
ừ săn vềề tâ đi chơi với xân một bữa với xoăn với còi xong rồi về	ừ xoăn về tao đi chơi với xoăn một bữa với xoăn với còi xong rồi về
ờ thh à ding đen	ờ thành ờ dung đen
thành có hề	thành có về
bê đầu dưa cũng có về	bê đầu dưa cũng có về
h	hả
hôm bữa tao gặp hiền thề c n bệnh gệt	hôm bữa tao gặp hiền hề trên bệnh viện
ờ hiền hiền hề chở bà đi khám đông y	ờ hiền hiền hề chở bà đi khám đông y
ừ	ừ
hôm bữa mà người hỏi thăm mày là bế đầu d dớđy	hôm bữa mà người hỏi thăm mày á là bế đầu dứa đấy
ừ	ừ
cù để chắc rủ mày đi ăn chè tao kêu là hôm bữa bị bắt xe một lần chưa sợ hả	về để chắc rủ mày đi ăn chè tao kêu là hôm bữa bị bắt xe một lần chưa sợ hả
ừ nhưn mà nhưng mà mày về mày mày với tao ở đây nè nhưng mà tao không đi chơi với mấy đứa thế nên lão cũng không đi luôn	nhưng mà nhưng mà mày về mày mày với tao ở đây nè nhưng mà tao không đi chơi với mấy đứa thế nên lão cũng không đi luôn
